Index,Name,URL,Description,Type of Proficiency,Proficiencies,Image,Speed,Size,Language
drow,Drow,/api/monsters/drow,,humanoid,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '30 ft.'},Medium,"Elvish, Undercommon"
druid,Druid,/api/monsters/druid,"**Druids** dwell in forests and other secluded wilderness locations, where they protect the natural world from monsters and the encroachment of civilization. Some are **tribal shamans** who heal the sick, pray to animal spirits, and provide spiritual guidance.",humanoid,"[{'value': 4, 'proficiency': {'index': 'skill-medicine', 'name': 'Skill: Medicine', 'url': '/api/proficiencies/skill-medicine'}}, {'value': 3, 'proficiency': {'index': 'skill-nature', 'name': 'Skill: Nature', 'url': '/api/proficiencies/skill-nature'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '30 ft.'},Medium,Druidic plus any two languages
dryad,Dryad,/api/monsters/dryad,,fey,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 5, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/dryad.png,{'walk': '30 ft.'},Medium,"Elvish, Sylvan"
duergar,Duergar,/api/monsters/duergar,,humanoid,[],,{'walk': '25 ft.'},Medium,"Dwarvish, Undercommon"
dust-mephit,Dust Mephit,/api/monsters/dust-mephit,,elemental,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'fly': '30 ft.'}",Small,"Auran, Terran"
eagle,Eagle,/api/monsters/eagle,,beast,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '10 ft.', 'fly': '60 ft.'}",Small,
earth-elemental,Earth Elemental,/api/monsters/earth-elemental,,elemental,[],/api/images/monsters/earth-elemental.png,"{'walk': '30 ft.', 'burrow': '30 ft.'}",Large,Terran
efreeti,Efreeti,/api/monsters/efreeti,,elemental,"[{'value': 7, 'proficiency': {'index': 'saving-throw-int', 'name': 'Saving Throw: INT', 'url': '/api/proficiencies/saving-throw-int'}}, {'value': 6, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}]",,"{'walk': '40 ft.', 'fly': '60 ft.'}",Large,Ignan
elephant,Elephant,/api/monsters/elephant,,beast,[],,{'walk': '40 ft.'},Huge,
elk,Elk,/api/monsters/elk,,beast,[],,{'walk': '50 ft.'},Large,
erinyes,Erinyes,/api/monsters/erinyes,,fiend,"[{'value': 7, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 8, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 6, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 8, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}]",,"{'walk': '30 ft.', 'fly': '60 ft.'}",Medium,"Infernal, telepathy 120 ft."
ettercap,Ettercap,/api/monsters/ettercap,,monstrosity,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}, {'value': 3, 'proficiency': {'index': 'skill-survival', 'name': 'Skill: Survival', 'url': '/api/proficiencies/skill-survival'}}]",,"{'walk': '30 ft.', 'climb': '30 ft.'}",Medium,
ettin,Ettin,/api/monsters/ettin,,giant,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '40 ft.'},Large,"Giant, Orc"
fire-elemental,Fire Elemental,/api/monsters/fire-elemental,,elemental,[],,{'walk': '50 ft.'},Large,Ignan
fire-giant,Fire Giant,/api/monsters/fire-giant,,giant,"[{'value': 3, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 10, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 11, 'proficiency': {'index': 'skill-athletics', 'name': 'Skill: Athletics', 'url': '/api/proficiencies/skill-athletics'}}, {'value': 6, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '30 ft.'},Huge,Giant
flesh-golem,Flesh Golem,/api/monsters/flesh-golem,,construct,[],,{'walk': '30 ft.'},Medium,understands the languages of its creator but can't speak
flying-snake,Flying Snake,/api/monsters/flying-snake,"A flying snake is a brightly colored, winged serpent found in remote jungles. Tribespeople and cultists sometimes domesticate flying snakes to serve as messengers that deliver scrolls wrapped in their coils.",beast,[],,"{'walk': '30 ft.', 'fly': '60 ft.', 'swim': '30 ft.'}",Tiny,
flying-sword,Flying Sword,/api/monsters/flying-sword,,construct,"[{'value': 4, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}]",,"{'walk': '0 ft.', 'fly': '50 ft.', 'hover': True}",Small,
frog,Frog,/api/monsters/frog,"A frog has no effective attacks. It feeds on small insects and typically dwells near water, in trees, or underground. The frog’s statistics can also be used to represent a toad.",beast,"[{'value': 1, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '20 ft.', 'swim': '20 ft.'}",Tiny,
frost-giant,Frost Giant,/api/monsters/frost-giant,,giant,"[{'value': 8, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 3, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 9, 'proficiency': {'index': 'skill-athletics', 'name': 'Skill: Athletics', 'url': '/api/proficiencies/skill-athletics'}}, {'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '40 ft.'},Huge,Giant
gargoyle,Gargoyle,/api/monsters/gargoyle,,elemental,[],,"{'walk': '30 ft.', 'fly': '60 ft.'}",Medium,Terran
gelatinous-cube,Gelatinous Cube,/api/monsters/gelatinous-cube,,ooze,[],,{'walk': '15 ft.'},Large,
ghast,Ghast,/api/monsters/ghast,,undead,[],,{'walk': '30 ft.'},Medium,Common
ghost,Ghost,/api/monsters/ghost,,undead,[],,"{'walk': '0 ft.', 'fly': '40 ft.', 'hover': True}",Medium,any languages it knew in life
ghoul,Ghoul,/api/monsters/ghoul,,undead,[],,{'walk': '30 ft.'},Medium,Common
giant-ape,Giant Ape,/api/monsters/giant-ape,,beast,"[{'value': 9, 'proficiency': {'index': 'skill-athletics', 'name': 'Skill: Athletics', 'url': '/api/proficiencies/skill-athletics'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '40 ft.', 'climb': '40 ft.'}",Huge,
giant-badger,Giant Badger,/api/monsters/giant-badger,,beast,[],,"{'walk': '30 ft.', 'burrow': '10 ft.'}",Medium,
giant-bat,Giant Bat,/api/monsters/giant-bat,,beast,[],,"{'walk': '10 ft.', 'fly': '60 ft.'}",Large,
giant-boar,Giant Boar,/api/monsters/giant-boar,,beast,[],,{'walk': '40 ft.'},Large,
giant-centipede,Giant Centipede,/api/monsters/giant-centipede,,beast,[],,"{'walk': '30 ft.', 'climb': '30 ft.'}",Small,
giant-constrictor-snake,Giant Constrictor Snake,/api/monsters/giant-constrictor-snake,,beast,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '30 ft.', 'swim': '30 ft.'}",Huge,
giant-crab,Giant Crab,/api/monsters/giant-crab,,beast,"[{'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'swim': '30 ft.'}",Medium,
giant-crocodile,Giant Crocodile,/api/monsters/giant-crocodile,,beast,"[{'value': 5, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'swim': '50 ft.'}",Huge,
giant-eagle,Giant Eagle,/api/monsters/giant-eagle,A giant eagle is a noble creature that speaks its own language and understands speech in the Common tongue. A mated pair of giant eagles typically has up to four eggs or young in their nest (treat the young as normal eagles).,beast,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '10 ft.', 'fly': '80 ft.'}",Large,"Giant Eagle, understands Common and Auran but can't speak"
giant-elk,Giant Elk,/api/monsters/giant-elk,"The majestic giant elk is rare to the point that its appearance is often taken as a foreshadowing of an important event, such as the birth of a king. Legends tell of gods that take the form of giant elk when visiting the Material Plane. Many cultures therefore believe that to hunt these creatures is to invite divine wrath.",beast,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '60 ft.'},Huge,"Giant Elk, understands Common, Elvish, and Sylvan but can't speak"
giant-fire-beetle,Giant Fire Beetle,/api/monsters/giant-fire-beetle,"A giant fire beetle is a nocturnal creature that takes its name from a pair of glowing glands that give off light. Miners and adventurers prize these creatures, for a giant fire beetle’s glands continue to shed light for 1d6 days after the beetle dies. Giant fire beetles are most commonly found underground and in dark forests.",beast,[],,{'walk': '30 ft.'},Small,
giant-frog,Giant Frog,/api/monsters/giant-frog,,beast,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'swim': '30 ft.'}",Medium,
giant-goat,Giant Goat,/api/monsters/giant-goat,,beast,[],,{'walk': '40 ft.'},Large,
giant-hyena,Giant Hyena,/api/monsters/giant-hyena,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '50 ft.'},Large,
giant-lizard,Giant Lizard,/api/monsters/giant-lizard,"A giant lizard can be ridden or used as a draft animal. Lizardfolk also keep them as pets, and subterranean giant lizards are used as mounts and pack animals by drow, duergar, and others.",beast,[],,"{'walk': '30 ft.', 'climb': '30 ft.'}",Large,
giant-octopus,Giant Octopus,/api/monsters/giant-octopus,,beast,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 5, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '10 ft.', 'swim': '60 ft.'}",Large,
giant-owl,Giant Owl,/api/monsters/giant-owl,,beast,"[{'value': 5, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '5 ft.', 'fly': '60 ft.'}",Large,"Giant Owl, understands Common, Elvish, and Sylvan but can't speak"
giant-poisonous-snake,Giant Poisonous Snake,/api/monsters/giant-poisonous-snake,,beast,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '30 ft.', 'swim': '30 ft.'}",Medium,
giant-rat,Giant Rat,/api/monsters/giant-rat,,beast,[],,{'walk': '30 ft.'},Small,
giant-rat-diseased,Giant Rat (Diseased),/api/monsters/giant-rat-diseased,,beast,[],,{'walk': '30 ft.'},Small,
giant-scorpion,Giant Scorpion,/api/monsters/giant-scorpion,,beast,[],,{'walk': '40 ft.'},Large,
giant-sea-horse,Giant Sea Horse,/api/monsters/giant-sea-horse,"Like their smaller kin, giant sea horses are shy, colorful fish with elongated bodies and curled tails. Aquatic elves train them as mounts.",beast,[],,"{'walk': '0 ft.', 'swim': '40 ft.'}",Large,
giant-shark,Giant Shark,/api/monsters/giant-shark,"A giant shark is 30 feet long and normally found in deep oceans. Utterly fearless, it preys on anything that crosses its path, including whales and ships.",beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'swim': '50 ft.'},Huge,
giant-spider,Giant Spider,/api/monsters/giant-spider,"To snare its prey, a giant spider spins elaborate webs or shoots sticky strands of webbing from its abdomen. Giant spiders are most commonly found underground, making their lairs on ceilings or in dark, web-filled crevices. Such lairs are often festooned with web cocoons holding past victims.",beast,"[{'value': 7, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'climb': '30 ft.'}",Large,
giant-toad,Giant Toad,/api/monsters/giant-toad,,beast,[],,"{'walk': '20 ft.', 'swim': '40 ft.'}",Large,
giant-vulture,Giant Vulture,/api/monsters/giant-vulture,"A giant vulture has advanced intelligence and a malevolent bent. Unlike its smaller kin, it will attack a wounded creature to hasten its end. Giant vultures have been known to haunt a thirsty, starving creature for days to enjoy its suffering.",beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '10 ft.', 'fly': '60 ft.'}",Large,understands Common but can't speak
giant-wasp,Giant Wasp,/api/monsters/giant-wasp,,beast,[],,"{'walk': '10 ft.', 'fly': '50 ft.', 'swim': '50 ft.'}",Medium,
giant-weasel,Giant Weasel,/api/monsters/giant-weasel,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 5, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '40 ft.'},Medium,
giant-wolf-spider,Giant Wolf Spider,/api/monsters/giant-wolf-spider,"Smaller than a giant spider, a giant wolf spider hunts prey across open ground or hides in a burrow or crevice, or in a hidden cavity beneath debris.",beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 7, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '40 ft.', 'climb': '40 ft.'}",Medium,
gibbering-mouther,Gibbering Mouther,/api/monsters/gibbering-mouther,,aberration,[],,"{'walk': '10 ft.', 'swim': '10 ft.'}",Medium,
glabrezu,Glabrezu,/api/monsters/glabrezu,,fiend,"[{'value': 9, 'proficiency': {'index': 'saving-throw-str', 'name': 'Saving Throw: STR', 'url': '/api/proficiencies/saving-throw-str'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}]",,{'walk': '40 ft.'},Large,"Abyssal, telepathy 120 ft."
gladiator,Gladiator,/api/monsters/gladiator,"Gladiators battle for the entertainment of raucous crowds. Some gladiators are brutal pit fighters who treat each match as a life-or-death struggle, while others are professional duelists who command huge fees but rarely fight to the death.",humanoid,"[{'value': 7, 'proficiency': {'index': 'saving-throw-str', 'name': 'Saving Throw: STR', 'url': '/api/proficiencies/saving-throw-str'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 6, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 10, 'proficiency': {'index': 'skill-athletics', 'name': 'Skill: Athletics', 'url': '/api/proficiencies/skill-athletics'}}, {'value': 5, 'proficiency': {'index': 'skill-intimidation', 'name': 'Skill: Intimidation', 'url': '/api/proficiencies/skill-intimidation'}}]",,{'walk': '30 ft.'},Medium,any one language (usually Common)
gnoll,Gnoll,/api/monsters/gnoll,,humanoid,[],,{'walk': '30 ft.'},Medium,Gnoll
goat,Goat,/api/monsters/goat,,beast,[],,{'walk': '40 ft.'},Medium,
goblin,Goblin,/api/monsters/goblin,,humanoid,"[{'value': 6, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/goblin.png,{'walk': '30 ft.'},Small,"Common, Goblin"
gold-dragon-wyrmling,Gold Dragon Wyrmling,/api/monsters/gold-dragon-wyrmling,,dragon,"[{'value': 4, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 2, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'fly': '60 ft.', 'swim': '30 ft.'}",Medium,Draconic
gorgon,Gorgon,/api/monsters/gorgon,,monstrosity,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '40 ft.'},Large,
gray-ooze,Gray Ooze,/api/monsters/gray-ooze,,ooze,"[{'value': 2, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '10 ft.', 'climb': '10 ft.'}",Medium,
green-dragon-wyrmling,Green Dragon Wyrmling,/api/monsters/green-dragon-wyrmling,,dragon,"[{'value': 3, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 3, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 2, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 3, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'fly': '60 ft.', 'swim': '30 ft.'}",Medium,Draconic
green-hag,Green Hag,/api/monsters/green-hag,,fey,"[{'value': 3, 'proficiency': {'index': 'skill-arcana', 'name': 'Skill: Arcana', 'url': '/api/proficiencies/skill-arcana'}}, {'value': 4, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '30 ft.'},Medium,"Common, Draconic, Sylvan"
grick,Grick,/api/monsters/grick,,monstrosity,[],,"{'walk': '30 ft.', 'climb': '30 ft.'}",Medium,
griffon,Griffon,/api/monsters/griffon,,monstrosity,"[{'value': 5, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '30 ft.', 'fly': '80 ft.'}",Large,
grimlock,Grimlock,/api/monsters/grimlock,,humanoid,"[{'value': 5, 'proficiency': {'index': 'skill-athletics', 'name': 'Skill: Athletics', 'url': '/api/proficiencies/skill-athletics'}}, {'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '30 ft.'},Medium,Undercommon
guard,Guard,/api/monsters/guard,"Guards include members of a city watch, sentries in a citadel or fortified town, and the bodyguards of merchants and nobles.",humanoid,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '30 ft.'},Medium,any one language (usually Common)
guardian-naga,Guardian Naga,/api/monsters/guardian-naga,,monstrosity,"[{'value': 8, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-int', 'name': 'Saving Throw: INT', 'url': '/api/proficiencies/saving-throw-int'}}, {'value': 8, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 8, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}]",,{'walk': '40 ft.'},Large,"Celestial, Common"
gynosphinx,Gynosphinx,/api/monsters/gynosphinx,,monstrosity,"[{'value': 12, 'proficiency': {'index': 'skill-arcana', 'name': 'Skill: Arcana', 'url': '/api/proficiencies/skill-arcana'}}, {'value': 12, 'proficiency': {'index': 'skill-history', 'name': 'Skill: History', 'url': '/api/proficiencies/skill-history'}}, {'value': 8, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 8, 'proficiency': {'index': 'skill-religion', 'name': 'Skill: Religion', 'url': '/api/proficiencies/skill-religion'}}]",,"{'walk': '40 ft.', 'fly': '60 ft.'}",Large,"Common, Sphinx"
half-red-dragon-veteran,Half-Red Dragon Veteran,/api/monsters/half-red-dragon-veteran,,humanoid,[],,{'walk': '30 ft.'},Medium,"Common, Draconic"
harpy,Harpy,/api/monsters/harpy,,monstrosity,[],,"{'walk': '20 ft.', 'fly': '40 ft.'}",Medium,Common
hawk,Hawk,/api/monsters/hawk,,beast,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '10 ft.', 'fly': '60 ft.'}",Tiny,
hell-hound,Hell Hound,/api/monsters/hell-hound,,fiend,"[{'value': 5, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '50 ft.'},Medium,understands Infernal but can't speak it
hezrou,Hezrou,/api/monsters/hezrou,,fiend,"[{'value': 7, 'proficiency': {'index': 'saving-throw-str', 'name': 'Saving Throw: STR', 'url': '/api/proficiencies/saving-throw-str'}}, {'value': 8, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}]",,{'walk': '30 ft.'},Large,"Abyssal, telepathy 120 ft."
hill-giant,Hill Giant,/api/monsters/hill-giant,,giant,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '40 ft.'},Huge,Giant
hippogriff,Hippogriff,/api/monsters/hippogriff,,monstrosity,"[{'value': 5, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '40 ft.', 'fly': '60 ft.'}",Large,
hobgoblin,Hobgoblin,/api/monsters/hobgoblin,,humanoid,[],,{'walk': '30 ft.'},Medium,"Common, Goblin"
homunculus,Homunculus,/api/monsters/homunculus,,construct,[],,"{'walk': '20 ft.', 'fly': '40 ft.'}",Tiny,understands the languages of its creator but can't speak
horned-devil,Horned Devil,/api/monsters/horned-devil,,fiend,"[{'value': 10, 'proficiency': {'index': 'saving-throw-str', 'name': 'Saving Throw: STR', 'url': '/api/proficiencies/saving-throw-str'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}]",,"{'walk': '20 ft.', 'fly': '60 ft.'}",Large,"Infernal, telepathy 120 ft."
hunter-shark,Hunter Shark,/api/monsters/hunter-shark,"Smaller than a giant shark but larger and fiercer than a reef shark, a hunter shark haunts deep waters. It usually hunts alone, but multiple hunter sharks might feed in the same area. A fully grown hunter shark is 15 to 20 feet long.",beast,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'swim': '40 ft.'},Large,
