Index,Name,URL,Description,Reference,Prerequisites,Level,Parent,Feature Specific
hunters-prey,Hunter's Prey,/api/features/hunters-prey,"['At 3rd level, you gain one of the following features of your choice.', 'Colossus Slayer', 'Giant Killer', 'Horde Breaker']",,[],3,,"{'subfeature_options': {'choose': 1, 'type': 'feature', 'from': {'option_set_type': 'options_array', 'options': [{'option_type': 'reference', 'item': {'index': 'hunters-prey-colossus-slayer', 'name': ""Hunter's Prey: Colossus Slayer"", 'url': '/api/features/hunters-prey-colossus-slayer'}}, {'option_type': 'reference', 'item': {'index': 'hunters-prey-giant-killer', 'name': ""Hunter's Prey: Giant Killer"", 'url': '/api/features/hunters-prey-giant-killer'}}, {'option_type': 'reference', 'item': {'index': 'hunters-prey-horde-breaker', 'name': ""Hunter's Prey: Horde Breaker"", 'url': '/api/features/hunters-prey-horde-breaker'}}]}}, 'invocations': []}"
hunters-prey-colossus-slayer,Hunter's Prey: Colossus Slayer,/api/features/hunters-prey-colossus-slayer,"[""Your tenacity can wear down the most potent foes. When you hit a creature with a weapon attack, the creature takes an extra 1d8 damage if it's below its hit point maximum. You can deal this extra damage only once per turn.""]",,[],3,"{'index': 'hunters-prey', 'name': ""Hunter's Prey"", 'url': '/api/features/hunters-prey'}",
hunters-prey-giant-killer,Hunter's Prey: Giant Killer,/api/features/hunters-prey-giant-killer,"['When a Large or larger creature within 5 feet of you hits or misses you with an attack, you can use your reaction to attack that creature immediately after its attack, provided that you can see the creature.']",,[],3,"{'index': 'hunters-prey', 'name': ""Hunter's Prey"", 'url': '/api/features/hunters-prey'}",
hunters-prey-horde-breaker,Hunter's Prey: Horde Breaker,/api/features/hunters-prey-horde-breaker,"['Once on each of your turns when you make a weapon attack, you can make another attack with the same weapon against a different creature that is within 5 feet of the original target and within range of your weapon.']",,[],3,"{'index': 'hunters-prey', 'name': ""Hunter's Prey"", 'url': '/api/features/hunters-prey'}",
hurl-through-hell,Hurl Through Hell,/api/features/hurl-through-hell,"['Starting at 14th level, when you hit a creature with an attack, you can use this feature to instantly transport the target through the lower planes. The creature disappears and hurtles through a nightmare landscape.', 'At the end of your next turn, the target returns to the space it previously occupied, or the nearest unoccupied space. If the target is not a fiend, it takes 10d10 psychic damage as it reels from its horrific experience.', ""Once you use this feature, you can't use it again until you finish a long rest.""]",,[],14,,
improved-critical,Improved Critical,/api/features/improved-critical,"['Beginning when you choose this archetype at 3rd level, your weapon attacks score a critical hit on a roll of 19 or 20.']",,[],3,,
improved-divine-smite,Improved Divine Smite,/api/features/improved-divine-smite,"['By 11th level, you are so suffused with righteous might that all your melee weapon strikes carry divine power with them. Whenever you hit a creature with a melee weapon, the creature takes an extra 1d8 radiant damage. If you also use your Divine Smite with an attack, you add this damage to the extra damage of your Divine Smite.']",,[],11,,
indomitable-1-use,Indomitable (1 use),/api/features/indomitable-1-use,"[""Beginning at 9th level, you can reroll a saving throw that you fail. If you do so, you must use the new roll, and you can't use this feature again until you finish a long rest. You can use this feature twice between long rests starting at 13th level and three times between long rests starting at 17th level.""]",,[],9,,
indomitable-2-uses,Indomitable (2 uses),/api/features/indomitable-2-uses,"[""Beginning at 9th level, you can reroll a saving throw that you fail. If you do so, you must use the new roll, and you can't use this feature again until you finish a long rest. You can use this feature twice between long rests starting at 13th level and three times between long rests starting at 17th level.""]",,[],13,,
indomitable-3-uses,Indomitable (3 uses),/api/features/indomitable-3-uses,"[""Beginning at 9th level, you can reroll a saving throw that you fail. If you do so, you must use the new roll, and you can't use this feature again until you finish a long rest. You can use this feature twice between long rests starting at 13th level and three times between long rests starting at 17th level.""]",,[],17,,
indomitable-might,Indomitable Might,/api/features/indomitable-might,"['Beginning at 18th level, if your total for a Strength check is less than your Strength score, you can use that score in place of the total.']",,[],18,,
intimidating-presence,Intimidating Presence,/api/features/intimidating-presence,"['Beginning at 10th level, you can use your action to frighten someone with your menacing presence. When you do so, choose one creature that you can see within 30 feet of you. If the creature can see or hear you, it must succeed on a Wisdom saving throw (DC equal to 8 + your proficiency bonus + your Charisma modifier) or be frightened of you until the end of your next turn. On subsequent turns, you can use your action to extend the duration of this effect on the frightened creature until the end of your next turn. This effect ends if the creature ends its turn out of line of sight or more than 60 feet away from you.', "" If the creature succeeds on its saving throw, you can't use this feature on that creature again for 24 hours.""]",,[],10,,
jack-of-all-trades,Jack of All Trades,/api/features/jack-of-all-trades,"[""Starting at 2nd level, you can add half your proficiency bonus, rounded down, to any ability check you make that doesn't already include your proficiency bonus.""]",,[],2,,
ki,Ki,/api/features/ki,"['Starting at 2nd level, your training allows you to harness the mystic energy of ki. Your access to this energy is represented by a number of ki points. Your monk level determines the number of points you have, as shown in the Ki Points column of Table: The Monk.', 'You can spend these points to fuel various ki features. You start knowing three such features: Flurry of Blows, Patient Defense, and Step of the Wind. You learn more ki features as you gain levels in this class.', 'When you spend a ki point, it is unavailable until you finish a short or long rest, at the end of which you draw all of your expended ki back into yourself. You must spend at least 30 minutes of the rest meditating to regain your ki points.', ""Some of your ki features require your target to make a saving throw to resist the feature's effects. The saving throw DC is calculated as follows:"", 'Ki save DC = 8 + your proficiency bonus + your Wisdom modifier']",,[],2,,
ki-empowered-strikes,Ki Empowered Strikes,/api/features/ki-empowered-strikes,"['Starting at 6th level, your unarmed strikes count as magical for the purpose of overcoming resistance and immunity to nonmagical attacks and damage.']",,[],6,,
lay-on-hands,Lay on Hands,/api/features/lay-on-hands,"['Your blessed touch can heal wounds. You have a pool of healing power that replenishes when you take a long rest. With that pool, you can restore a total number of hit points equal to your paladin level x 5.', 'As an action, you can touch a creature and draw power from the pool to restore a number of hit points to that creature, up to the maximum amount remaining in your pool.', 'Alternatively, you can expend 5 hit points from your pool of healing to cure the target of one disease or neutralize one poison affecting it. You can cure multiple diseases and neutralize multiple poisons with a single use of Lay on Hands, expending hit points separately for each one.', 'This feature has no effect on undead and constructs.']",,[],1,,
magical-secrets-1,Magical Secrets,/api/features/magical-secrets-1,"['By 10th level, you have plundered magical knowledge from a wide spectrum of disciplines. Choose two spells from any class, including this one. A spell you choose must be of a level you can cast, as shown on the Bard table, or a cantrip. ', 'The chosen spells count as bard spells for you and are included in the number in the Spells Known column of the Bard table. ', 'You learn two additional spells from any class at 14th level and again at 18th level.']",,[],10,,
magical-secrets-2,Magical Secrets,/api/features/magical-secrets-2,"['By 10th level, you have plundered magical knowledge from a wide spectrum of disciplines. Choose two spells from any class, including this one. A spell you choose must be of a level you can cast, as shown on the Bard table, or a cantrip. ', 'The chosen spells count as bard spells for you and are included in the number in the Spells Known column of the Bard table. ', 'You learn two additional spells from any class at 14th level and again at 18th level.']",,[],14,,
magical-secrets-3,Magical Secrets,/api/features/magical-secrets-3,"['By 10th level, you have plundered magical knowledge from a wide spectrum of disciplines. Choose two spells from any class, including this one. A spell you choose must be of a level you can cast, as shown on the Bard table, or a cantrip. ', 'The chosen spells count as bard spells for you and are included in the number in the Spells Known column of the Bard table. ', 'You learn two additional spells from any class at 14th level and again at 18th level.']",,[],18,,
martial-archetype,Martial Archetype,/api/features/martial-archetype,"['At 3rd level, you choose an archetype that you strive to emulate in your combat styles and techniques, such as Champion. The archetype you choose grants you features at 3rd level and again at 7th, 10th, 15th, and 18th level.']",,[],3,,
martial-arts,Martial Arts,/api/features/martial-arts,"[""At 1st level, your practice of martial arts gives you mastery of combat styles that use unarmed strikes and monk weapons, which are shortswords and any simple melee weapons that don't have the two- handed or heavy property."", ""You gain the following benefits while you are unarmed or wielding only monk weapons and you aren't wearing armor or wielding a shield:"", '- You can use Dexterity instead of Strength for the attack and damage rolls of your unarmed strikes and monk weapons.', '- You can roll a d4 in place of the normal damage of your unarmed strike or monk weapon. This die changes as you gain monk levels, as shown in the Martial Arts column of Table: The Monk.', ""- When you use the Attack action with an unarmed strike or a monk weapon on your turn, you can make one unarmed strike as a bonus action. For example, if you take the Attack action and attack with a quarterstaff, you can also make an unarmed strike as a bonus action, assuming you haven't already taken a bonus action this turn."", 'Certain monasteries use specialized forms of the monk weapons. For example, you might use a club that is two lengths of wood connected by a short chain (called a nunchaku) or a sickle with a shorter, straighter blade (called a kama). Whatever name you use for a monk weapon, you can use the game statistics provided for the weapon.']",,[],1,,
metamagic-1,Metamagic,/api/features/metamagic-1,"['At 3rd level, you gain the ability to twist your spells to suit your needs. You gain two of the following Metamagic options of your choice. You gain another one at 10th and 17th level.', 'You can use only one Metamagic option on a spell when you cast it, unless otherwise noted.']",,[],3,,"{'subfeature_options': {'choose': 2, 'type': 'feature', 'from': {'option_set_type': 'options_array', 'options': [{'option_type': 'reference', 'item': {'index': 'metamagic-careful-spell', 'name': 'Metamagic: Careful Spell', 'url': '/api/features/metamagic-careful-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-distant-spell', 'name': 'Metamagic: Distant Spell', 'url': '/api/features/metamagic-distant-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-empowered-spell', 'name': 'Metamagic: Empowered Spell', 'url': '/api/features/metamagic-empowered-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-extended-spell', 'name': 'Metamagic: Extended Spell', 'url': '/api/features/metamagic-extended-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-heightened-spell', 'name': 'Metamagic: Heightened Spell', 'url': '/api/features/metamagic-heightened-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-quickened-spell', 'name': 'Metamagic: Quickened Spell', 'url': '/api/features/metamagic-quickened-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-subtle-spell', 'name': 'Metamagic: Subtle Spell', 'url': '/api/features/metamagic-subtle-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-twinned-spell', 'name': 'Metamagic: Twinned Spell', 'url': '/api/features/metamagic-twinned-spell'}}]}}, 'invocations': []}"
metamagic-2,Metamagic,/api/features/metamagic-2,"['At 3rd level, you gain the ability to twist your spells to suit your needs. You gain two of the following Metamagic options of your choice. You gain another one at 10th and 17th level.', 'You can use only one Metamagic option on a spell when you cast it, unless otherwise noted.']",,[],10,,"{'subfeature_options': {'choose': 1, 'type': 'feature', 'from': {'option_set_type': 'options_array', 'options': [{'option_type': 'reference', 'item': {'index': 'metamagic-careful-spell', 'name': 'Metamagic: Careful Spell', 'url': '/api/features/metamagic-careful-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-distant-spell', 'name': 'Metamagic: Distant Spell', 'url': '/api/features/metamagic-distant-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-empowered-spell', 'name': 'Metamagic: Empowered Spell', 'url': '/api/features/metamagic-empowered-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-extended-spell', 'name': 'Metamagic: Extended Spell', 'url': '/api/features/metamagic-extended-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-heightened-spell', 'name': 'Metamagic: Heightened Spell', 'url': '/api/features/metamagic-heightened-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-quickened-spell', 'name': 'Metamagic: Quickened Spell', 'url': '/api/features/metamagic-quickened-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-subtle-spell', 'name': 'Metamagic: Subtle Spell', 'url': '/api/features/metamagic-subtle-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-twinned-spell', 'name': 'Metamagic: Twinned Spell', 'url': '/api/features/metamagic-twinned-spell'}}]}}, 'invocations': []}"
metamagic-3,Metamagic,/api/features/metamagic-3,"['At 3rd level, you gain the ability to twist your spells to suit your needs. You gain two of the following Metamagic options of your choice. You gain another one at 10th and 17th level.', 'You can use only one Metamagic option on a spell when you cast it, unless otherwise noted.']",,[],17,,"{'subfeature_options': {'choose': 1, 'type': 'feature', 'from': {'option_set_type': 'options_array', 'options': [{'option_type': 'reference', 'item': {'index': 'metamagic-careful-spell', 'name': 'Metamagic: Careful Spell', 'url': '/api/features/metamagic-careful-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-distant-spell', 'name': 'Metamagic: Distant Spell', 'url': '/api/features/metamagic-distant-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-empowered-spell', 'name': 'Metamagic: Empowered Spell', 'url': '/api/features/metamagic-empowered-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-extended-spell', 'name': 'Metamagic: Extended Spell', 'url': '/api/features/metamagic-extended-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-heightened-spell', 'name': 'Metamagic: Heightened Spell', 'url': '/api/features/metamagic-heightened-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-quickened-spell', 'name': 'Metamagic: Quickened Spell', 'url': '/api/features/metamagic-quickened-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-subtle-spell', 'name': 'Metamagic: Subtle Spell', 'url': '/api/features/metamagic-subtle-spell'}}, {'option_type': 'reference', 'item': {'index': 'metamagic-twinned-spell', 'name': 'Metamagic: Twinned Spell', 'url': '/api/features/metamagic-twinned-spell'}}]}}, 'invocations': []}"
metamagic-careful-spell,Metamagic: Careful Spell,/api/features/metamagic-careful-spell,"[""When you cast a spell that forces other creatures to make a saving throw, you can protect some of those creatures from the spell's full force. To do so, you spend 1 sorcery point and choose a number of those creatures up to your Charisma modifier (minimum of one creature). A chosen creature automatically succeeds on its saving throw against the spell.""]",,[],3,"{'index': 'metamagic-1', 'name': 'Metamagic', 'url': '/api/features/metamagic-1'}",
metamagic-distant-spell,Metamagic: Distant Spell,/api/features/metamagic-distant-spell,"['When you cast a spell that has a range of 5 feet or greater, you can spend 1 sorcery point to double the range of the spell.', 'When you cast a spell that has a range of touch, you can spend 1 sorcery point to make the range of the spell 30 feet.']",,[],3,"{'index': 'metamagic-1', 'name': 'Metamagic', 'url': '/api/features/metamagic-1'}",
metamagic-empowered-spell,Metamagic: Empowered Spell,/api/features/metamagic-empowered-spell,"['When you roll damage for a spell, you can spend 1 sorcery point to reroll a number of the damage dice up to your Charisma modifier (minimum of one). You must use the new rolls.', 'You can use Empowered Spell even if you have already used a different Metamagic option during the casting of the spell.']",,[],3,"{'index': 'metamagic-1', 'name': 'Metamagic', 'url': '/api/features/metamagic-1'}",
metamagic-extended-spell,Metamagic: Extended Spell,/api/features/metamagic-extended-spell,"['When you cast a spell that has a duration of 1 minute or longer, you can spend 1 sorcery point to double its duration, to a maximum duration of 24 hours.']",,[],3,"{'index': 'metamagic-1', 'name': 'Metamagic', 'url': '/api/features/metamagic-1'}",
metamagic-heightened-spell,Metamagic: Heightened Spell,/api/features/metamagic-heightened-spell,"['When you cast a spell that forces a creature to make a saving throw to resist its effects, you can spend 3 sorcery points to give one target of the spell disadvantage on its first saving throw made against the spell.']",,[],3,"{'index': 'metamagic-1', 'name': 'Metamagic', 'url': '/api/features/metamagic-1'}",
metamagic-quickened-spell,Metamagic: Quickened Spell,/api/features/metamagic-quickened-spell,"['When you cast a spell that has a casting time of 1 action, you can spend 2 sorcery points to change the casting time to 1 bonus action for this casting.']",,[],3,"{'index': 'metamagic-1', 'name': 'Metamagic', 'url': '/api/features/metamagic-1'}",
metamagic-subtle-spell,Metamagic: Subtle Spell,/api/features/metamagic-subtle-spell,"['When you cast a spell, you can spend 1 sorcery point to cast it without any somatic or verbal components.']",,[],3,"{'index': 'metamagic-1', 'name': 'Metamagic', 'url': '/api/features/metamagic-1'}",
metamagic-twinned-spell,Metamagic: Twinned Spell,/api/features/metamagic-twinned-spell,"[""When you cast a spell that targets only one creature and doesn't have a range of self, you can spend a number of sorcery points equal to the spell's level to target a second creature in range with the same spell (1 sorcery point if the spell is a cantrip)."", ""To be eligible, a spell must be incapable of targeting more than one creature at the spell's current level. For example, magic missile and scorching ray aren't eligible, but ray of frost is.""]",,[],3,,
mindless-rage,Mindless Rage,/api/features/mindless-rage,"[""Beginning at 6th level, you can't be charmed or frightened while raging. If you are charmed or frightened when you enter your rage, the effect is suspended for the duration of the rage.""]",,[],6,,
monastic-tradition,Monastic Tradition,/api/features/monastic-tradition,"['When you reach 3rd level, you commit yourself to a monastic tradition, such as the Way of the Open Hand. Your tradition grants you features at 3rd level and again at 6th, 11th, and 17th level.']",,[],3,,
monk-ability-score-improvement-1,Ability Score Improvement,/api/features/monk-ability-score-improvement-1,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],4,,
monk-ability-score-improvement-2,Ability Score Improvement,/api/features/monk-ability-score-improvement-2,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],8,,
monk-ability-score-improvement-3,Ability Score Improvement,/api/features/monk-ability-score-improvement-3,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],12,,
monk-ability-score-improvement-4,Ability Score Improvement,/api/features/monk-ability-score-improvement-4,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],16,,
monk-ability-score-improvement-5,Ability Score Improvement,/api/features/monk-ability-score-improvement-5,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],19,,
monk-evasion,Evasion,/api/features/monk-evasion,"[""At 7th level, your instinctive agility lets you dodge out of the way of certain area effects, such as a blue dragon's lightning breath or a fireball spell. When you are subjected to an effect that allows you to make a Dexterity saving throw to take only half damage, you instead take no damage if you succeed on the saving throw, and only half damage if you fail.""]",,[],7,,
monk-extra-attack,Extra Attack,/api/features/monk-extra-attack,"['Beginning at 5th level, you can attack twice, instead of once, whenever you take the Attack action on your turn.']",,[],5,,
monk-timeless-body,Timeless Body,/api/features/monk-timeless-body,"[""At 15th level, your ki sustains you so that you suffer none of the frailty of old age, and you can't be aged magically. You can still die of old age, however. In addition, you no longer need food or water.""]",,[],15,,
monk-unarmored-defense,Unarmored Defense,/api/features/monk-unarmored-defense,"['Beginning at 1st level, while you are wearing no armor and not wielding a shield, your AC equals 10 + your Dexterity modifier + your Wisdom modifier.']",,[],1,,
multiattack,Multiattack,/api/features/multiattack,"['At 11th level, you gain one of the following features of your choice.', 'Volley', 'Whirlwind Attack']",,[],11,,"{'subfeature_options': {'choose': 1, 'type': 'feature', 'from': {'option_set_type': 'options_array', 'options': [{'option_type': 'reference', 'item': {'index': 'multiattack-volley', 'name': 'Multiattack: Volley', 'url': '/api/features/multiattack-volley'}}, {'option_type': 'reference', 'item': {'index': 'multiattack-whirlwind-attack', 'name': 'Multiattack: Whirlwind Attack', 'url': '/api/features/multiattack-whirlwind-attack'}}]}}, 'invocations': []}"
multiattack-volley,Multiattack: Volley,/api/features/multiattack-volley,"[""You can use your action to make a ranged attack against any number of creatures within 10 feet of a point you can see within your weapon's range. You must have ammunition for each target, as normal, and you make a separate attack roll for each target.""]",,[],11,"{'index': 'multiattack', 'name': 'Multiattack', 'url': '/api/features/multiattack'}",
multiattack-whirlwind-attack,Multiattack: Whirlwind Attack,/api/features/multiattack-whirlwind-attack,"['You can use your action to make a melee attack against any number of creatures within 5 feet of you, with a separate attack roll for each target.']",,[],11,"{'index': 'multiattack', 'name': 'Multiattack', 'url': '/api/features/multiattack'}",
mystic-arcanum-6th-level,Mystic Arcanum (6th level),/api/features/mystic-arcanum-6th-level,"['At 11th level, your patron bestows upon you a magical secret called an arcanum. Choose one 6th- level spell from the warlock spell list as this arcanum.', 'You can cast your arcanum spell once without expending a spell slot. You must finish a long rest before you can do so again.', 'At higher levels, you gain more warlock spells of your choice that can be cast in this way: one 7th- level spell at 13th level, one 8th-level spell at 15th level, and one 9th-level spell at 17th level. You regain all uses of your Mystic Arcanum when you finish a long rest.']",,[],11,,
mystic-arcanum-7th-level,Mystic Arcanum (7th level),/api/features/mystic-arcanum-7th-level,"['At 11th level, your patron bestows upon you a magical secret called an arcanum. Choose one 6th- level spell from the warlock spell list as this arcanum.', 'You can cast your arcanum spell once without expending a spell slot. You must finish a long rest before you can do so again.', 'At higher levels, you gain more warlock spells of your choice that can be cast in this way: one 7th- level spell at 13th level, one 8th-level spell at 15th level, and one 9th-level spell at 17th level. You regain all uses of your Mystic Arcanum when you finish a long rest.']",,[],13,,
mystic-arcanum-8th-level,Mystic Arcanum (8th level),/api/features/mystic-arcanum-8th-level,"['At 11th level, your patron bestows upon you a magical secret called an arcanum. Choose one 6th- level spell from the warlock spell list as this arcanum.', 'You can cast your arcanum spell once without expending a spell slot. You must finish a long rest before you can do so again.', 'At higher levels, you gain more warlock spells of your choice that can be cast in this way: one 7th- level spell at 13th level, one 8th-level spell at 15th level, and one 9th-level spell at 17th level. You regain all uses of your Mystic Arcanum when you finish a long rest.']",,[],15,,
mystic-arcanum-9th-level,Mystic Arcanum (9th level),/api/features/mystic-arcanum-9th-level,"['At 11th level, your patron bestows upon you a magical secret called an arcanum. Choose one 6th- level spell from the warlock spell list as this arcanum.', 'You can cast your arcanum spell once without expending a spell slot. You must finish a long rest before you can do so again.', 'At higher levels, you gain more warlock spells of your choice that can be cast in this way: one 7th- level spell at 13th level, one 8th-level spell at 15th level, and one 9th-level spell at 17th level. You regain all uses of your Mystic Arcanum when you finish a long rest.']",,[],17,,
natural-explorer-1-terrain-type,Natural Explorer (1 terrain type),/api/features/natural-explorer-1-terrain-type,"[""You are particularly familiar with one type of natural environment and are adept at traveling and surviving in such regions. Choose one type of favored terrain: arctic, coast, desert, forest, grassland, mountain, or swamp. When you make an Intelligence or Wisdom check related to your favored terrain, your proficiency bonus is doubled if you are using a skill that you're proficient in."", 'While traveling for an hour or more in your favored terrain, you gain the following benefits:', ""- Difficult terrain doesn't slow your group's travel."", ""- Your group can't become lost except by magical means."", '- Even when you are engaged in another activity while traveling (such as foraging, navigating, or tracking), you remain alert to danger.', '- If you are traveling alone, you can move stealthily at a normal pace.', '- When you forage, you find twice as much food as you normally would.', '- While tracking other creatures, you also learn their exact number, their sizes, and how long ago they passed through the area.', 'You choose additional favored terrain types at 6th and 10th level.']",,[],1,,
natural-explorer-2-terrain-types,Natural Explorer (2 terrain types),/api/features/natural-explorer-2-terrain-types,"[""You are particularly familiar with one type of natural environment and are adept at traveling and surviving in such regions. Choose one type of favored terrain: arctic, coast, desert, forest, grassland, mountain, or swamp. When you make an Intelligence or Wisdom check related to your favored terrain, your proficiency bonus is doubled if you are using a skill that you're proficient in."", 'While traveling for an hour or more in your favored terrain, you gain the following benefits:', ""- Difficult terrain doesn't slow your group's travel."", ""- Your group can't become lost except by magical means."", '- Even when you are engaged in another activity while traveling (such as foraging, navigating, or tracking), you remain alert to danger.', '- If you are traveling alone, you can move stealthily at a normal pace.', '- When you forage, you find twice as much food as you normally would.', '- While tracking other creatures, you also learn their exact number, their sizes, and how long ago they passed through the area.', 'You choose additional favored terrain types at 6th and 10th level.']",,[],6,,
natural-explorer-3-terrain-types,Natural Explorer (3 terrain types),/api/features/natural-explorer-3-terrain-types,"[""You are particularly familiar with one type of natural environment and are adept at traveling and surviving in such regions. Choose one type of favored terrain: arctic, coast, desert, forest, grassland, mountain, or swamp. When you make an Intelligence or Wisdom check related to your favored terrain, your proficiency bonus is doubled if you are using a skill that you're proficient in."", 'While traveling for an hour or more in your favored terrain, you gain the following benefits:', ""- Difficult terrain doesn't slow your group's travel."", ""- Your group can't become lost except by magical means."", '- Even when you are engaged in another activity while traveling (such as foraging, navigating, or tracking), you remain alert to danger.', '- If you are traveling alone, you can move stealthily at a normal pace.', '- When you forage, you find twice as much food as you normally would.', '- While tracking other creatures, you also learn their exact number, their sizes, and how long ago they passed through the area.', 'You choose additional favored terrain types at 6th and 10th level.']",,[],10,,
natural-recovery,Natural Recovery,/api/features/natural-recovery,"[""Starting at 2nd level, you can regain some of your magical energy by sitting in meditation and communing with nature. During a short rest, you choose expended spell slots to recover. The spell slots can have a combined level that is equal to or less than half your druid level (rounded up), and none of the slots can be 6th level or higher. You can't use this feature again until you finish a long rest."", 'For example, when you are a 4th-level druid, you can recover up to two levels worth of spell slots. You can recover either a 2nd-level slot or two 1st-level slots.']",,[],2,,
natures-sanctuary,Nature's Sanctuary,/api/features/natures-sanctuary,"['When you reach 14th level, creatures of the natural world sense your connection to nature and become hesitant to attack you. When a beast or plant creature attacks you, that creature must make a Wisdom saving throw against your druid spell save DC. On a failed save, the creature must choose a different target, or the attack automatically misses. On a successful save, the creature is immune to this effect for 24 hours. The creature is aware of this effect before it makes its attack against you.']",,[],14,,
natures-ward,Nature's Ward,/api/features/natures-ward,"[""When you reach 10th level, you can't be charmed or frightened by elementals or fey, and you are immune to poison and disease.""]",,[],10,,
oath-spells,Oath Spells,/api/features/oath-spells,"[""Each oath has a list of associated spells. You gain access to these spells at the levels specified in the oath description. Once you gain access to an oath spell, you always have it prepared. Oath spells don't count against the number of spells you can prepare each day."", ""If you gain an oath spell that doesn't appear on the paladin spell list, the spell is nonetheless a paladin spell for you.""]",,[],3,,
open-hand-technique,Open Hand Technique,/api/features/open-hand-technique,"[""Starting when you choose this tradition at 3rd level, you can manipulate your enemy's ki when you harness your own. Whenever you hit a creature with one of the attacks granted by your Flurry of Blows, you can impose one of the following effects on that target:"", '- It must succeed on a Dexterity saving throw or be knocked prone.', '- It must make a Strength saving throw. If it fails, you can push it up to 15 feet away from you.', ""- It can't take reactions until the end of your next turn.""]",,[],3,,
otherworldly-patron,Otherworldly Patron,/api/features/otherworldly-patron,"['At 1st level, you have struck a bargain with an otherworldly being of your choice, such as the Fiend. Your choice grants you features at 1st level and again at 6th, 10th, and 14th level.']",,[],1,,
overchannel,Overchannel,/api/features/overchannel,"['Starting at 14th level, you can increase the power of your simpler spells. When you cast a wizard spell of 1st through 5th level that deals damage, you can deal maximum damage with that spell.', 'The first time you do so, you suffer no adverse effect. If you use this feature again before you finish a long rest, you take 2d12 necrotic damage for each level of the spell, immediately after you cast it. Each time you use this feature again before finishing a long rest, the necrotic damage per spell level increases by 1d12. This damage ignores resistance and immunity.']",,[],14,,
pact-boon,Pact Boon,/api/features/pact-boon,"['At 3rd level, your otherworldly patron bestows a gift upon you for your loyal service. You gain one of the following features of your choice.']",,[],3,,"{'subfeature_options': {'choose': 1, 'type': 'feature', 'from': {'option_set_type': 'options_array', 'options': [{'option_type': 'reference', 'item': {'index': 'pact-of-the-chain', 'name': 'Pact of the Chain', 'url': '/api/features/pact-of-the-chain'}}, {'option_type': 'reference', 'item': {'index': 'pact-of-the-blade', 'name': 'Pact of the Blade', 'url': '/api/features/pact-of-the-blade'}}, {'option_type': 'reference', 'item': {'index': 'pact-of-the-tome', 'name': 'Pact of the Tome', 'url': '/api/features/pact-of-the-tome'}}]}}, 'invocations': []}"
pact-magic,Pact Magic,/api/features/pact-magic,['Your arcane research and the magic bestowed on you by your patron have given you facility with spells.'],/api/classes/warlock/spellcasting,[],1,,
